match_id,split,stable_hash,stratum,competition_gender,time_band,match_year,match_date,competition_name,season_name,primary_passes,primary_successes,primary_failures,primary_failure_rate,strict_passes,strict_successes,strict_failures,strict_failure_rate
69232,calibration,c88ee00561f0264005daffe2aabe06b981a63cab552149c12740aadd0a40395d,male|T0,male,0,2008,2008-10-25,La Liga,2008/2009,880,741,139,0.1579545454545454,438,372,66,0.1506849315068493
69171,calibration,c7a257805b789b42beb34be9092f4d7126c5b229f94f79973511314c4a536658,male|T0,male,0,2008,2008-11-29,La Liga,2008/2009,860,679,181,0.2104651162790697,466,393,73,0.1566523605150214
69231,calibration,d0ec38a026cccadfbb8da574c16e112f33075c0f42531039c2649bf32a2de831,male|T0,male,0,2009,2009-02-08,La Liga,2008/2009,910,729,181,0.1989010989010989,491,409,82,0.1670061099796334
69177,calibration,d1f8c6ee2d53a5e31e6bc212a5df5e3a8a6d644689ae359842009f66cf36bf9b,male|T0,male,0,2009,2009-03-15,La Liga,2008/2009,998,818,180,0.1803607214428857,584,497,87,0.148972602739726
69292,calibration,cf4a937d4132a680346bcfb10403d878774201f1d4701515b49f451e1f16c710,male|T0,male,0,2009,2009-09-19,La Liga,2009/2010,956,786,170,0.1778242677824267,469,390,79,0.1684434968017057
69253,calibration,cc2bf4fc668d202bcc20dbca3e7ad19e88616ac73bbaa58d532c2e013457201c,male|T0,male,0,2009,2009-10-25,La Liga,2009/2010,1103,978,125,0.113327289211242,678,617,61,0.0899705014749262
69220,calibration,da97b5fbcd05910d12c04cec53ef9518ce1394952d5768b5cb65296adee16186,male|T0,male,0,2010,2010-01-30,La Liga,2009/2010,960,779,181,0.1885416666666666,514,428,86,0.1673151750972762
69247,calibration,dcfbf074df8771ee934567d7f39fbe32c679ab6c2286e41556cdc08db485bc3f,male|T0,male,0,2010,2010-04-03,La Liga,2009/2010,968,794,174,0.1797520661157025,617,514,103,0.1669367909238249
69214,calibration,da86070dc493c0e3b5c1cb293757701ba0ce86e7d71118578f976db07f55f239,male|T0,male,0,2010,2010-04-24,La Liga,2009/2010,848,695,153,0.1804245283018868,473,402,71,0.1501057082452431
69287,calibration,dbd5f2afbeffc1981a6073f1448a7f6eb8c7fa8c9543a0dcf68b540877b31434,male|T0,male,0,2010,2010-09-11,La Liga,2010/2011,967,785,182,0.1882109617373319,545,445,100,0.1834862385321101
69307,calibration,cf8b02ed5c3a6f90cdb32a0978eca827a020ee6d9baf549d083bb9d87ba714ca,male|T0,male,0,2010,2010-12-04,La Liga,2010/2011,1008,785,223,0.2212301587301587,521,429,92,0.1765834932821497
69274,calibration,cda15a65908401cd948ee9e68f2d0f382ec97cd36fd78332193beebb5cfd27d6,male|T0,male,0,2011,2011-03-02,La Liga,2010/2011,912,689,223,0.2445175438596491,432,348,84,0.1944444444444444
69268,calibration,dae8441060619079d856c790943b63537d934315336049e75b52c3f6c8e6f17e,male|T0,male,0,2011,2011-08-29,La Liga,2011/2012,1073,940,133,0.1239515377446412,456,404,52,0.1140350877192982
70286,calibration,d641802d97d0e82c33883250d2de70d9529a583f4caddfa36c885ade33ce9de8,male|T0,male,0,2012,2012-09-02,La Liga,2012/2013,1084,932,152,0.1402214022140221,555,483,72,0.1297297297297297
70295,calibration,dcdbd037aac21c1e7553568b705fc2f82f2952af9c66095f186c8f3b5effc0de,male|T0,male,0,2012,2012-12-09,La Liga,2012/2013,985,817,168,0.1705583756345177,430,361,69,0.1604651162790697
266015,calibration,d2ea18b6b394db939dfff8436e85966d9751ab8e21552d2ec9a2beb243551098,male|T0,male,0,2012,2012-12-22,La Liga,2012/2013,1129,939,190,0.1682905225863596,578,497,81,0.1401384083044982
70271,calibration,dbec664585b54f945f574a33baf50fc1190b550eca55dd18ca92ba5101788829,male|T0,male,0,2013,2013-02-23,La Liga,2012/2013,1132,959,173,0.1528268551236749,610,526,84,0.1377049180327869
70301,calibration,cc0bcc4ff1005fccd0b4aea697bbde6de8d6cf780ec65996016718af11a02e87,male|T0,male,0,2013,2013-09-14,La Liga,2013/2014,989,829,160,0.1617795753286147,440,370,70,0.1590909090909091
70293,calibration,d93e7e3de0fdc6b55f9ab60dde7d0a3d79cdc366f30b9e940a1d901abb44434c,male|T0,male,0,2013,2013-10-26,La Liga,2013/2014,917,753,164,0.1788440567066521,509,436,73,0.143418467583497
266613,calibration,cd5178c5f5f16b20ca3eda0627f1503dc60eff997b5a7cbbd7d4082aabe2284b,male|T0,male,0,2014,2014-02-01,La Liga,2013/2014,1030,881,149,0.1446601941747572,516,453,63,0.1220930232558139
267675,calibration,cd43078d39fdca0342a65fb742c0b08c5dbbce2240dfbd0edf6dc0a1368baae1,male|T0,male,0,2014,2014-02-09,La Liga,2013/2014,973,799,174,0.1788283658787255,414,361,53,0.1280193236714976
70273,calibration,d899e9e2e3a48c3535848866fe9b8bfa40a93077f6fa9eb636dc307620f65fbd,male|T0,male,0,2014,2014-09-13,La Liga,2014/2015,1098,872,226,0.2058287795992714,614,493,121,0.1970684039087948
266838,calibration,d5e2dc560fc2b143f3ed39d2ae8559d01b6e7fb84f4c2ae072560bb3e850a01b,male|T0,male,0,2014,2014-09-24,La Liga,2014/2015,806,626,180,0.2233250620347394,311,261,50,0.1607717041800643
266871,calibration,d746704688d67290a67c29480972abdd64adc43f81e0bee3013ec082c71a5ab6,male|T0,male,0,2015,2015-02-08,La Liga,2014/2015,1057,867,190,0.1797540208136234,515,441,74,0.1436893203883495
266929,calibration,db9c33d5bdf253161cb8c924d811044809cecc51bad0a7a7c7935e3674a3b144,male|T0,male,0,2015,2015-04-05,La Liga,2014/2015,874,686,188,0.2151029748283753,390,324,66,0.1692307692307692
267400,calibration,ccf6ed243a3ba2f32520757a2a72f0cc9d13a160deb57b273c76885e2c9e4255,male|T0,male,0,2015,2015-04-08,La Liga,2014/2015,889,752,137,0.1541057367829021,422,367,55,0.1303317535545023
3754138,calibration,cbd486a86816e53f819418ad73fbea94bd606307ab8ba7e1f8cd23b260bd8675,male|T0,male,0,2015,2015-08-08,Premier League,2015/2016,750,575,175,0.2333333333333333,292,231,61,0.2089041095890411
3829416,calibration,d2e6c9b6ab6ef7945f304022432aa42c382201ffa5a6def67927276dfb672bac,male|T0,male,0,2015,2015-08-08,Ligue 1,2015/2016,816,651,165,0.2022058823529411,440,365,75,0.1704545454545454
3829424,calibration,c7bbb82102deed0408a3b2c4992301d854c4288e5bf0bcd6abdfcf73a646d78b,male|T0,male,0,2015,2015-08-15,Ligue 1,2015/2016,753,525,228,0.3027888446215139,317,234,83,0.2618296529968454
3754104,calibration,d7e2fc9eb23c565673024546c8ed730eee535faeaad8683725526ac9de623e7f,male|T0,male,0,2015,2015-08-22,Premier League,2015/2016,795,642,153,0.1924528301886792,424,369,55,0.1297169811320754
3825563,calibration,c7fe20e37b92b82e90bf291ed686cc69c8580acfdd45e7a3a77a1fdb59177d79,male|T0,male,0,2015,2015-08-22,La Liga,2015/2016,995,789,206,0.207035175879397,436,362,74,0.1697247706422018
266236,calibration,dfaa38714ac32ed7564ab92eeb1aa03c2c20c75585a1ceee7323016e49194fc3,male|T0,male,0,2015,2015-08-23,La Liga,2015/2016,990,737,253,0.2555555555555555,452,347,105,0.2323008849557522
3829442,calibration,cef9df93251ea37f681f6428a5760f778691a3a1b51329ad253ef9688e1147b9,male|T0,male,0,2015,2015-08-23,Ligue 1,2015/2016,697,537,160,0.2295552367288378,371,309,62,0.1671159029649595
3878545,calibration,d1d8d525144507722b3adb6506bdada502b073e0f10b44be1a566cf8af945410,male|T0,male,0,2015,2015-08-23,Serie A,2015/2016,863,716,147,0.1703360370799536,542,475,67,0.1236162361623616
3754205,calibration,d4c4951ac9293cd233bbfabc6b9d1701ffd7623597b2e5e8db76570f58d1e6e0,male|T0,male,0,2015,2015-08-29,Premier League,2015/2016,1032,894,138,0.1337209302325581,481,426,55,0.1143451143451143
3829445,calibration,d2d95345fe9642acbd20b6b264b5a2cbad63f9d92b6d1072664efed21f292e89,male|T0,male,0,2015,2015-08-29,Ligue 1,2015/2016,927,797,130,0.1402373247033441,462,411,51,0.1103896103896103
3829451,calibration,d023c63a8b152f215d1711f513fe187e56a5d1e0356cfe39cac0415bff7b229a,male|T0,male,0,2015,2015-08-30,Ligue 1,2015/2016,833,655,178,0.2136854741896758,440,365,75,0.1704545454545454
3878558,calibration,dc0a06070e1119c8f5530bd7592191167be038f31fd010236be9fdbba2daf1ad,male|T0,male,0,2015,2015-08-30,Serie A,2015/2016,1070,893,177,0.1654205607476635,622,536,86,0.1382636655948553
3825586,calibration,cc8d19d63f04c602b23ba58ae7479cd9b921306bd99d02c61ba1db1df8e861a2,male|T1,male,1,2015,2015-09-13,La Liga,2015/2016,738,519,219,0.2967479674796748,347,254,93,0.2680115273775216
3754077,calibration,ce4481390c9a2daeb70ed6fa2234bfbfff0493a2d193ba802d2223fd69c5cd30,male|T1,male,1,2015,2015-09-19,Premier League,2015/2016,969,774,195,0.2012383900928792,532,443,89,0.1672932330827067
3754169,calibration,d4cb1b9931754c73dd94e6760efde2116d8e446d9ec20e4dd5fccd044fe848a4,male|T1,male,1,2015,2015-09-19,Premier League,2015/2016,871,666,205,0.235361653272101,477,383,94,0.1970649895178197
3825591,calibration,d45cb4d9f0e50f6c6eb0719873473fc83fd10c0d22396b50a9ea75c56a0e2097,male|T1,male,1,2015,2015-09-19,La Liga,2015/2016,818,647,171,0.2090464547677261,441,371,70,0.1587301587301587
266490,calibration,e1b7777428073dbd477bbba928382aa66fce35d5849436e6444d6ca32bccb434,male|T1,male,1,2015,2015-09-20,La Liga,2015/2016,944,790,154,0.163135593220339,441,378,63,0.1428571428571428
3829473,calibration,c42bbe28249c588543fe74df686c12ba2d2d96b8bdfa3b09e47ae8e470db7926,male|T1,male,1,2015,2015-09-22,Ligue 1,2015/2016,1084,927,157,0.1448339483394834,655,576,79,0.1206106870229007
3825605,calibration,ce4a75a79ab7adbf96c2f23536fed4f40795d3c6e8e672236f7a53cb43e49235,male|T1,male,1,2015,2015-09-26,La Liga,2015/2016,806,621,185,0.2295285359801488,299,244,55,0.1839464882943143
3825609,calibration,e03bd36fa2d025bd37361a3e6845c10e0cfc6e018cf609fb153102f9394a3a6e,male|T1,male,1,2015,2015-09-27,La Liga,2015/2016,770,517,253,0.3285714285714285,362,264,98,0.2707182320441988
3825612,calibration,d8bf6da3f710f9169bf3727a10433dc76b1ff021074c568936efdc1039197134,male|T1,male,1,2015,2015-09-27,La Liga,2015/2016,853,639,214,0.2508792497069168,431,338,93,0.2157772621809744
3825615,calibration,c7155bc57aa0952f63b606238713fcf54defb32b5012e2869e9e53b78f90784c,male|T1,male,1,2015,2015-10-03,La Liga,2015/2016,924,729,195,0.211038961038961,534,430,104,0.1947565543071161
3879558,calibration,c8250a89906750203606fbf72577af9c885fd272e5552c9bc47511db7ab7e7c4,male|T1,male,1,2015,2015-10-03,Serie A,2015/2016,840,703,137,0.1630952380952381,430,372,58,0.1348837209302325
3825621,calibration,d2766e9c415893052b426ddf36623fbeb0d03795b488d88a0f27d97742f62dc9,male|T1,male,1,2015,2015-10-04,La Liga,2015/2016,1042,865,177,0.1698656429942418,504,427,77,0.1527777777777778
3825623,calibration,d1d0eef6a63aa25d6b96fb3a93fd36caf18114a7f493afca11c4d7d57fb60643,male|T1,male,1,2015,2015-10-17,La Liga,2015/2016,791,592,199,0.2515802781289507,470,374,96,0.2042553191489361
3829510,calibration,d58d210fad494375c35f83487cb1d0929a395ee7dd7e2d77e695f84e788853e0,male|T1,male,1,2015,2015-10-18,Ligue 1,2015/2016,999,827,172,0.1721721721721721,507,435,72,0.1420118343195266
3829511,calibration,d2df56a3e0c8ef5d868218123b64bef2e3aab6048d1526371195fe66000ee949,male|T1,male,1,2015,2015-10-18,Ligue 1,2015/2016,856,644,212,0.2476635514018691,481,388,93,0.1933471933471933
3879570,calibration,da1ed07236061b633783d9ca6e9c9b9fafd61a3df1bb15b3f5cbcb9dece49251,male|T1,male,1,2015,2015-10-18,Serie A,2015/2016,794,584,210,0.2644836272040302,473,386,87,0.1839323467230444
3754015,calibration,cff5aa07e1073522d80f32339c281566a6057af588f39f460012e18ea2ee7c3f,male|T1,male,1,2015,2015-10-25,Premier League,2015/2016,919,704,215,0.2339499455930359,431,345,86,0.1995359628770301
3825641,calibration,c7c1b20dfbd8996d4c2df455097606b5bacc6178aa51d295d437a58a2ac0de64,male|T1,male,1,2015,2015-10-26,La Liga,2015/2016,881,677,204,0.23155505107832,384,303,81,0.2109375
3900496,calibration,dcb9ab1d78357f9506004a725b41f1d8ee97d4304606f004f07a62a8ef35dbbf,male|T1,male,1,2015,2015-10-31,Ligue 1,2015/2016,774,576,198,0.2558139534883721,356,277,79,0.2219101123595505
3754191,calibration,c5c11e0649f78b3c75215bc6b3213ec5beb77f7486ae36c053eecb22a486ad1d,male|T1,male,1,2015,2015-11-01,Premier League,2015/2016,998,810,188,0.188376753507014,453,380,73,0.1611479028697571
3825652,calibration,d91e606722074538c4a4c25dbfa228ea8bf2ccab559951a5d4c4040a91ebf0bd,male|T1,male,1,2015,2015-11-06,La Liga,2015/2016,869,648,221,0.2543153049482163,473,381,92,0.1945031712473573
3754311,calibration,d5f29411c3011fcf6435b8b383588f37d39f62741ed48df7ebf4ee42a87d9e6c,male|T1,male,1,2015,2015-11-07,Premier League,2015/2016,1058,893,165,0.1559546313799621,626,537,89,0.1421725239616613
3825657,calibration,cde577d0e17a14e586eede39c17a648ab2400a1d8fe45ad6d3fde1338c770585,male|T1,male,1,2015,2015-11-07,La Liga,2015/2016,752,530,222,0.2952127659574468,406,307,99,0.2438423645320197
3900503,calibration,d22813bc6fec4d0dea65d6628aa4d18e7376af718c7083d17b071c967f756046,male|T1,male,1,2015,2015-11-07,Ligue 1,2015/2016,816,622,194,0.2377450980392156,407,321,86,0.2113022113022113
3754351,calibration,c6c8e789d26a6445218fd602db4ee5053a451fbb2b8e91f6ad81bb77a535464a,male|T1,male,1,2015,2015-11-08,Premier League,2015/2016,777,584,193,0.2483912483912484,355,286,69,0.1943661971830985
3879612,calibration,dc26b81fe8080c27687137b236ffa9bfe701e954b3ba0cac0f141c33259dbb42,male|T1,male,1,2015,2015-11-08,Serie A,2015/2016,656,457,199,0.3033536585365853,296,225,71,0.2398648648648648
3879618,calibration,de87720f0a22d7ce85ec48640e85dc04e3301704169ab2984bfe370847fddf1a,male|T1,male,1,2015,2015-11-21,Serie A,2015/2016,875,700,175,0.2,425,340,85,0.2
3890370,calibration,d00e84b8d9be52499b0ee6fac85ca59ce37481b6a224debd53503d0fa104967f,male|T1,male,1,2015,2015-11-21,1. Bundesliga,2015/2016,763,574,189,0.2477064220183486,355,275,80,0.2253521126760563
3825667,calibration,d06374d17867a80f4ada291a414a78b13753ede5254b7d66af9f73aa734249ae,male|T1,male,1,2015,2015-11-22,La Liga,2015/2016,826,574,252,0.3050847457627119,485,362,123,0.2536082474226804
3879619,calibration,cfe52c43558adfe4386375211d1ca41d69c33debf8fbbf77ce40aa228812efe1,male|T1,male,1,2015,2015-11-22,Serie A,2015/2016,801,584,217,0.2709113607990012,413,325,88,0.2130750605326876
3879620,calibration,dd1e501feb4166d0f279de08e58280b3faf77f0b57c8864a9d6f4fb1c29551ca,male|T1,male,1,2015,2015-11-22,Serie A,2015/2016,1164,947,217,0.1864261168384879,732,623,109,0.1489071038251366
3879621,calibration,d60cb42adb84f916185e458b81eb8f1825d8eca83e10f138e82562589fc35b31,male|T1,male,1,2015,2015-11-22,Serie A,2015/2016,816,616,200,0.2450980392156862,371,300,71,0.1913746630727762
3900518,calibration,ceb977b363b45af6cfde4ae200f2cbd7de9ee0a46fec1681dae63fdc27578302,male|T1,male,1,2015,2015-11-22,Ligue 1,2015/2016,966,790,176,0.1821946169772256,546,465,81,0.1483516483516483
3900519,calibration,e07aff586550dfe285a85ede47849e1aff5e7b9d5aa06b79120ce1c2fb72b60b,male|T1,male,1,2015,2015-11-22,Ligue 1,2015/2016,861,655,206,0.2392566782810685,475,389,86,0.1810526315789473
3900520,calibration,d3be57e5e216ef76795a9f42223cfb014438721a14698bf318cb29b8529094b1,male|T1,male,1,2015,2015-11-27,Ligue 1,2015/2016,899,720,179,0.1991101223581757,451,372,79,0.1751662971175166
3825673,calibration,c70a36942958d25effbf28d7b0a94a105c799ef91ab6338be013da1e4f216875,male|T1,male,1,2015,2015-11-28,La Liga,2015/2016,944,743,201,0.2129237288135593,485,395,90,0.1855670103092783
3900522,calibration,c6b3f1fb92ae0d84c1a524c7f37f9a4be4557f205b7c19c557a3fb2be3e75637,male|T1,male,1,2015,2015-11-28,Ligue 1,2015/2016,1089,902,187,0.1717171717171717,658,551,107,0.1626139817629179
3754093,calibration,d7d38395ea458dfd9d19639db2485e0e51d345168215635d280fd9b7d3c49e62,male|T1,male,1,2015,2015-11-29,Premier League,2015/2016,875,637,238,0.272,254,197,57,0.2244094488188976
3825675,calibration,c5a14b742e45a34ed057755805e8799f06a8ec9a9252b953527d32471a0c328f,male|T1,male,1,2015,2015-11-29,La Liga,2015/2016,802,560,242,0.3017456359102244,400,306,94,0.235
3900529,calibration,dc930b711693280554386f009f186e9a1bd49710ae3b3c6eeb1a751420e25d2d,male|T1,male,1,2015,2015-11-29,Ligue 1,2015/2016,609,424,185,0.3037766830870279,288,218,70,0.2430555555555555
3900537,calibration,cbeb6d6b1478b84731f5eda39fbf8ea45853677dc1ddc600ae95b7675df3c0ac,male|T1,male,1,2015,2015-12-02,Ligue 1,2015/2016,888,717,171,0.1925675675675675,507,418,89,0.1755424063116371
3754085,calibration,c5ef8fac05da2d0beb6fb1e66ca72a0c4d112759f59212e6354be6a1d81c60b9,male|T1,male,1,2015,2015-12-05,Premier League,2015/2016,938,718,220,0.2345415778251599,500,404,96,0.192
3754113,calibration,c663a34cf6e06371abf8638625b649f076ddad29dd0e85ebe3a609012e27b859,male|T1,male,1,2015,2015-12-05,Premier League,2015/2016,882,686,196,0.2222222222222222,496,385,111,0.2237903225806451
3754135,calibration,c7486568fe81e65baee8928be95c6fe1563b2a1f85e8167cb3d11b19b46a1b6a,male|T1,male,1,2015,2015-12-05,Premier League,2015/2016,866,626,240,0.277136258660508,436,347,89,0.2041284403669724
3825681,calibration,d79960e1bd8b71fd636f0916826ceb6fac90e06b6bdcb7e006bea47f89a68e9f,male|T1,male,1,2015,2015-12-05,La Liga,2015/2016,1062,932,130,0.1224105461393597,620,559,61,0.0983870967741935
3900542,calibration,cd44663077ca66ea467ad45f0433da155c6e8421303809883bd2ccd8a275c0cd,male|T1,male,1,2015,2015-12-05,Ligue 1,2015/2016,725,508,217,0.2993103448275862,361,268,93,0.2576177285318559
3825684,calibration,c5b2ebab33b750ecc139f9057169295f81b13683096ce891fd8ef4088cdbb115,male|T1,male,1,2015,2015-12-06,La Liga,2015/2016,742,539,203,0.2735849056603773,349,280,69,0.1977077363896848
3825686,calibration,d8ed75da793726c5e78dd1244148597ed1845caea7c7abdd74e698cd67786ed4,male|T1,male,1,2015,2015-12-06,La Liga,2015/2016,766,569,197,0.2571801566579634,369,299,70,0.1897018970189702
3900547,calibration,cfbea6c993dddd947b148cf145cd1cc26a830beb0ab9584b47d3fb326c95a611,male|T1,male,1,2015,2015-12-06,Ligue 1,2015/2016,862,694,168,0.1948955916473317,484,401,83,0.1714876033057851
3754328,calibration,caa90843a632ed70082a62ffb61f4603a4018cee33d046223cf1599d0e3fa930,male|T2,male,2,2015,2015-12-12,Premier League,2015/2016,1038,916,122,0.117533718689788,457,406,51,0.111597374179431
3825692,calibration,d585e7768d465271c3867ce8d65ffae4468f76dee64de8622fc8b6c370e074c5,male|T2,male,2,2015,2015-12-12,La Liga,2015/2016,866,657,209,0.2413394919168591,449,362,87,0.1937639198218262
3900551,calibration,c39592a4ba993499030093ca26be7bf23d34386c9b2dfe223cf693f49a4ad45f,male|T2,male,2,2015,2015-12-12,Ligue 1,2015/2016,955,780,175,0.1832460732984293,554,470,84,0.151624548736462
3900552,calibration,d56cd08d1d5bcad56131991d0fae8c948266424b654d0aa5c477da9634b277b6,male|T2,male,2,2015,2015-12-12,Ligue 1,2015/2016,864,666,198,0.2291666666666666,380,299,81,0.2131578947368421
3900556,calibration,cd5089e49da166860f615f53cee6754d06d5dac4850a0ed77bf6b04b383b5dc7,male|T2,male,2,2015,2015-12-13,Ligue 1,2015/2016,957,749,208,0.2173458725182863,467,388,79,0.1691648822269807
3890409,calibration,d86166c7d83754a6106c8bcd530cf4da51f9740276fa5b0001e5556092d7ec95,male|T2,male,2,2015,2015-12-19,1. Bundesliga,2015/2016,673,421,252,0.3744427934621099,279,185,94,0.3369175627240143
3754259,calibration,d2bac03b4d4a86449038ea9d0780efd3c176d159b882e49942c7ba6651194791,male|T2,male,2,2015,2015-12-20,Premier League,2015/2016,933,734,199,0.2132904608788853,416,350,66,0.1586538461538461
3900568,calibration,d0d5ccbe171ace46548279d74475abfdb714fcd39310f91572447a2cb34df086,male|T2,male,2,2015,2015-12-20,Ligue 1,2015/2016,873,621,252,0.2886597938144329,481,373,108,0.2245322245322245
3754019,calibration,de20ff26428b04d55834a9d571d6a79f5786d2c966e8033891cb01f4044095b3,male|T2,male,2,2015,2015-12-28,Premier League,2015/2016,919,760,159,0.1730141458106637,537,471,66,0.1229050279329608
3754173,calibration,d43fa8442e718df67f7f85fa2269fbd5724d640150bf37643ace09d908b22574,male|T2,male,2,2015,2015-12-28,Premier League,2015/2016,1034,868,166,0.1605415860735009,534,449,85,0.1591760299625468
3754036,calibration,de0d04e3fb9d3f02e176bd8ecd994833031188622ac6422c4c0dca9611cf54b0,male|T2,male,2,2016,2016-01-02,Premier League,2015/2016,859,645,214,0.249126891734575,458,353,105,0.2292576419213974
3825714,calibration,db0b777da41f8286183327de4044153c3288f7695b8ef0452545745e5eba2403,male|T2,male,2,2016,2016-01-02,La Liga,2015/2016,865,654,211,0.2439306358381502,428,341,87,0.2032710280373831
266620,calibration,c5aa73ccb711f23b1d2d9d3bcfe1cb22c538a312328f6b676588884bf6bb23ba,male|T2,male,2,2016,2016-01-09,La Liga,2015/2016,939,777,162,0.1725239616613418,423,365,58,0.1371158392434988
3879682,calibration,dee2dbe0646beffba03f610e48668583f3cc99abd0408e233d1652dd01991d61,male|T2,male,2,2016,2016-01-10,Serie A,2015/2016,834,652,182,0.2182254196642686,366,305,61,0.1666666666666666
3900578,calibration,ce2d53392482b1be9780856ecc3cedb287e52ca700b93b4f800be08070c40aa1,male|T2,male,2,2016,2016-01-10,Ligue 1,2015/2016,828,644,184,0.2222222222222222,386,312,74,0.1917098445595854
3754065,calibration,ca1eb86537f14254060d7fe81b53ee3a7349dc27d3a28007c2c9d07750a3c240,male|T2,male,2,2016,2016-01-13,Premier League,2015/2016,744,530,214,0.2876344086021505,397,308,89,0.2241813602015113
3754071,calibration,d2434af9e75efdccc629a05e64defe5411d1d9713e856e199dbcccb8f10f84c5,male|T2,male,2,2016,2016-01-13,Premier League,2015/2016,861,702,159,0.1846689895470383,298,244,54,0.1812080536912751
3754183,calibration,c401a690b44f5736dcaa58fa3807841fdf056043598d23073e45c8d564548262,male|T2,male,2,2016,2016-01-13,Premier League,2015/2016,929,697,232,0.2497308934337997,617,488,129,0.2090761750405186
3825738,calibration,d1a88eb97032295b26ccd00bb96f5e485747489fff8786b23a280b96cd885904,male|T2,male,2,2016,2016-01-17,La Liga,2015/2016,1095,882,213,0.1945205479452054,463,383,80,0.1727861771058315
3879690,calibration,cd382b4266450625d522a4e30deab5917592e38eebb814a8013ec1055a092634,male|T2,male,2,2016,2016-01-17,Serie A,2015/2016,878,705,173,0.1970387243735763,376,310,66,0.175531914893617
3900589,calibration,db43cc66119d48f46314411bbcd9aa35a451499ca7cf8f9c0c6f78344c2f4ecc,male|T2,male,2,2016,2016-01-17,Ligue 1,2015/2016,810,589,221,0.2728395061728395,438,342,96,0.2191780821917808
3879698,calibration,cb92f4920886c8a079d774cacbf2c694ae5ef16e605e90b71e01b3c62a3470bc,male|T2,male,2,2016,2016-01-23,Serie A,2015/2016,940,744,196,0.2085106382978723,559,456,103,0.184257602862254
3890415,calibration,ccc88a6dde83d1e773d742ecb4ed64da2ebcbd1d8c9d957bb26bf802edf04f4e,male|T2,male,2,2016,2016-01-23,1. Bundesliga,2015/2016,853,607,246,0.2883939038686987,443,333,110,0.2483069977426636
3900594,calibration,da3c82325c59e573da8f2f62aca281b30160d4f54a6c5be2d2289a3a6f0ccbd7,male|T2,male,2,2016,2016-01-23,Ligue 1,2015/2016,787,571,216,0.2744599745870394,348,268,80,0.2298850574712643
3754163,calibration,ce5eded94fc9aafb4d601906154d6d772e74c2568b2aab8a26542aff7c6f549f,male|T2,male,2,2016,2016-01-24,Premier League,2015/2016,1029,823,206,0.2001943634596696,550,454,96,0.1745454545454545
3825753,calibration,d21bdcd04bab9ce3c344955b9a12c6e05c44fccd7faf548eef4972c57a2c7616,male|T2,male,2,2016,2016-01-30,La Liga,2015/2016,860,651,209,0.2430232558139534,463,360,103,0.2224622030237581
